LST,Geographic_Area_Name,County,STATE,id,Estimate_Households_Total,"Estimate_Households_Total_Less_than_10,000","Estimate_Households_Total_$10,000_to_$14,999","Estimate_Households_Total_$15,000_to_$24,999","Estimate_Households_Total_$25,000_to_$34,999","Estimate_Households_Total_$35,000_to_$49,999","Estimate_Households_Total_$50,000_to_74,999","Estimate_Households_Total_$75,000_to_$99,999","Estimate_Households_Total_$100,000_to_$149,999","Estimate_Households_Total_$150,000_to_$199,999","Estimate_Households_Total_$200,000_or_more",EstimateHouseholds!!Median_income_(dollars),Estimate_Families_Total,"Estimate_Families_Total_Less_than_$10,000","Estimate_Families_Total_$10,000_to_$14,999","Estimate_Families_Total_$15,000_to_$24,999","Estimate_Families_Total_$25,000_to_$34,999","Estimate_Families_Total_$200,000_or_more",EstimateFamilies!!Median income (dollars),Estimate_Families_Mean_income_$,EstimateFamiliesPERCENT_ALLOCATEDFamily_income_in_the_past_12_months
SC,"Aiken County, South Carolina",Aiken County, South Carolina,0500000US45003,67889,6.5,6.2,11.8,7,14.4,18.4,13.9,12.8,5.3,3.6,55634,43932,5,2.3,7.3,5.4,4.9,66933,82502,37.8
SC,"Anderson County, South Carolina",Anderson County, South Carolina,0500000US45007,75825,5.5,5.1,11.5,10.3,13.4,18.9,13,13.4,3.4,5.6,54322,52038,4.5,2.1,7.8,8.7,6.9,65967,86297,31.1
SC,"Beaufort County, South Carolina",Beaufort County, South Carolina,0500000US45013,73043,3.8,2.4,4.9,10.2,12.9,16.6,13.8,15,8.2,12.1,74127,50500,3.2,1.3,2.8,8.4,14.9,86025,126508,48.4
SC,"Berkeley County, South Carolina",Berkeley County, South Carolina,0500000US45015,80640,5.7,2.8,6,8,12.2,19.4,14.8,20.8,5.7,4.7,69398,57117,4.9,1.7,3.6,8.3,5.9,80850,95619,49.1
SC,"Charleston County, South Carolina",Charleston County, South Carolina,0500000US45019,165568,6.7,2.6,7.9,6.1,11.2,17.3,12.3,16,8.4,11.4,71531,95785,3.1,1.4,5.5,5.7,16.3,93458,126408,39.8
SC,"Darlington County, South Carolina",Darlington County, South Carolina,0500000US45031,24801,7.3,7.4,17.6,10.1,11.6,13.3,11.6,13.7,4.4,3,44606,17344,4,3.7,14.6,11.4,3.4,53553,71968,47
SC,"Dorchester County, South Carolina",Dorchester County, South Carolina,0500000US45035,57768,3.2,3.6,6,9.6,14.8,16.9,15.3,17.9,8.1,4.5,68200,41473,3.3,1.7,3.8,6.8,6.1,86214,95592,36.3
SC,"Florence County, South Carolina",Florence County, South Carolina,0500000US45041,53047,10.1,5,9.2,10,15.6,17.8,12,12.9,3.8,3.5,50082,35763,6.4,3.3,5.4,10.5,4.4,59728,78378,47.9
SC,"Greenville County, South Carolina",Greenville County, South Carolina,0500000US45045,199551,5.4,3.2,7.3,9.6,14,17.6,13.1,15.4,6.7,7.7,64412,130296,2.7,1.5,4.7,8,10.3,80413,104851,32.9
SC,"Greenwood County, South Carolina",Greenwood County, South Carolina,0500000US45047,28544,10.6,5,14.5,12,15.5,18.2,10.1,8.6,2.9,2.7,42148,17855,8,3.2,9.5,8.3,3.5,51255,68979,32.8
SC,"Horry County, South Carolina",Horry County, South Carolina,0500000US45051,140260,4.6,3.9,8.9,11.3,16.8,22.1,12.7,11.9,4.2,3.6,53694,89281,2.4,2.1,7.2,8.7,4.9,65295,82070,33.8
SC,"Kershaw County, South Carolina",Kershaw County, South Carolina,0500000US45055,24544,10,4.9,10.5,8.4,13.5,14.1,12.3,17.1,5.5,3.8,55198,16019,4.5,3.1,5.5,4.9,5.8,77578,88613,42.5
SC,"Lancaster County, South Carolina",Lancaster County, South Carolina,0500000US45057,35410,6,6.9,9.3,5,10.6,22,13.2,13.5,6.7,6.8,63924,24327,1.6,2.1,5.5,4.7,5.3,69544,92039,33.5
SC,"Laurens County, South Carolina",Laurens County, South Carolina,0500000US45059,25901,10.6,5.1,13.8,8.7,13.5,20.9,10.9,9.1,4.5,3,47218,16961,4.8,1.9,13,4.8,3.6,60308,78935,39.1
SC,"Lexington County, South Carolina",Lexington County, South Carolina,0500000US45063,118193,4.9,4.1,9.6,8.5,13.7,16.8,14.1,15,6.9,6.4,61631,81118,3.2,2,7.8,6.9,8.1,76099,96445,36.8
SC,"Oconee County, South Carolina",Oconee County, South Carolina,0500000US45073,31530,10.6,3.1,7.1,11.8,18.2,14.8,14.2,11.1,5.3,3.7,48204,21214,6.4,1,3.5,8.5,5.3,63826,92519,27.1
SC,"Orangeburg County, South Carolina",Orangeburg County, South Carolina,0500000US45075,32129,15.3,9.1,10.2,12.5,15.9,14.4,9.5,9.8,2.4,0.9,37701,20620,10.1,5.7,9.2,10.3,1.5,44648,64388,50
SC,"Pickens County, South Carolina",Pickens County, South Carolina,0500000US45077,48203,6.7,5.6,11.6,10.2,14.1,19.8,13.3,13,3.2,2.7,52190,31630,1.7,2.4,7.8,8.5,3.4,66441,81763,39.9
SC,"Richland County, South Carolina",Richland County, South Carolina,0500000US45079,153484,9.7,3.5,9.9,9.3,14.7,16.4,12,12.7,6.6,5,52293,90802,6.5,1.7,5.9,7.5,7.3,73382,95791,44.2
SC,"Spartanburg County, South Carolina",Spartanburg County, South Carolina,0500000US45083,121256,5.8,5.1,9.9,10,13.1,21.7,13.3,12.7,4.4,4,55339,83432,3,3.7,6.5,7.8,5.6,67229,85316,39.1
SC,"Sumter County, South Carolina",Sumter County, South Carolina,0500000US45085,44105,9.7,4.6,12.3,6.8,15.2,21.8,13.1,11.1,3.6,1.8,51025,29777,7.1,1.3,11.6,6.9,2.6,56647,69544,52.1
SC,"York County, South Carolina",York County, South Carolina,0500000US45091,108400,3.6,2.8,6.9,9.1,14.2,17.6,12.5,16.8,9.2,7.4,66949,74041,1.9,0.8,4.2,6.5,10.2,91977,112118,25.7
SD,"Minnehaha County, South Dakota",Minnehaha County, South Dakota,0500000US46099,81046,4,3.2,7.6,9.9,13.1,21.4,13.4,14.9,7.2,5.4,61968,50949,2.1,1.1,4.3,7.8,7.3,79453,97067,27
SD,"Pennington County, South Dakota",Pennington County, South Dakota,0500000US46103,44676,3.9,6,12.6,9.4,10.1,18.9,13.2,16.2,4.7,4.8,58085,27556,1.1,2.1,5.5,5.6,6.6,81243,95620,29.2
TN,"Anderson County, Tennessee",Anderson County, Tennessee,0500000US47001,30175,7.6,5.6,10.6,10.4,16.7,17.8,13,11.1,4,3.3,49044,19074,3.6,2.9,6.8,9.8,5.2,66652,81641,29
TN,"Blount County, Tennessee",Blount County, Tennessee,0500000US47009,50813,5.5,4.3,10.2,8.5,13.7,18.3,14.8,16.2,4.3,4.1,59276,35299,4.1,3,5.9,7.2,5.6,74823,88726,37.9
TN,"Bradley County, Tennessee",Bradley County, Tennessee,0500000US47011,39992,6.4,9.4,7,9.5,15.4,16.1,14.9,15.5,2.4,3.5,52468,26516,4.7,5.6,4.8,6.4,4.8,66274,77427,38.9
TN,"Davidson County, Tennessee",Davidson County, Tennessee,0500000US47037,289427,5,3.4,7.3,8.5,13.9,18.7,14,15,6,8.2,63938,152833,2.8,1.9,4.7,7.8,11.9,81530,114722,38.8
TN,"Greene County, Tennessee",Greene County, Tennessee,0500000US47059,28323,7.5,5.2,14.4,12.9,15.1,17.7,13.6,8.6,3,1.9,44722,18481,6.5,3,9.9,10.8,2.2,55313,71694,42.4
TN,"Hamilton County, Tennessee",Hamilton County, Tennessee,0500000US47065,148157,5.2,4.7,9.8,9.2,14.1,18,12.5,14.4,6,6.1,57502,91469,3.3,3.2,5.8,7.5,8.4,75588,99743,38.4
TN,"Knox County, Tennessee",Knox County, Tennessee,0500000US47093,191925,7.1,3.7,10.1,9.2,12.4,17.3,13.6,14.6,5.3,6.7,60283,118160,3.2,2.4,6.6,7.3,9.7,78927,103260,25.7
TN,"Madison County, Tennessee",Madison County, Tennessee,0500000US47113,38930,8.3,5.5,12.4,9.1,14.9,21.8,9.7,13.5,2.8,2.1,49820,25748,6.6,3.8,10.1,9.5,2.4,57064,70105,27
TN,"Maury County, Tennessee",Maury County, Tennessee,0500000US47119,37104,3.8,4.9,6.3,9.4,11.9,20.1,17.1,15.6,7.1,3.7,66781,25951,2.9,1.6,3.4,7.8,5,78559,92900,55.4
TN,"Montgomery County, Tennessee",Montgomery County, Tennessee,0500000US47125,76974,5,4.1,6.2,10.8,18.3,19.7,12.6,15.1,5.4,2.7,56948,53563,4.5,0.9,5.3,10,3.5,66287,80728,32.6
TN,"Putnam County, Tennessee",Putnam County, Tennessee,0500000US47141,31778,6.1,6.5,15.8,8.7,13.8,20.8,13.7,6.1,5.6,2.8,49282,19395,3,3,10.2,7.3,4.2,65738,81605,34.2
TN,"Robertson County, Tennessee",Robertson County, Tennessee,0500000US47147,26577,4.2,3.4,8.4,8.7,12.1,20.8,13.3,15.9,10,3.1,66939,20378,4.4,0.5,5.7,7.6,4.1,73556,93962,35.9
TN,"Rutherford County, Tennessee",Rutherford County, Tennessee,0500000US47149,113797,3,2.8,6.8,9,13.1,20.8,14,18.4,7.7,4.3,69397,78348,2.1,1.8,5.2,4.8,5.9,80849,98037,34.3
TN,"Sevier County, Tennessee",Sevier County, Tennessee,0500000US47155,37933,6.2,3.6,12.6,10.1,12.4,20,15,12.6,3.7,3.8,57741,26538,4,3.3,9.1,8.7,5,66120,83077,29.6
TN,"Shelby County, Tennessee",Shelby County, Tennessee,0500000US47157,353950,8.1,6.1,9.8,10.3,13.2,17,11.2,12.7,4.5,7,52614,215446,4.8,3,7.1,10,10,68081,98615,36
TN,"Sullivan County, Tennessee",Sullivan County, Tennessee,0500000US47163,68560,7,4.8,10.9,9.6,16.1,20,11.7,13.4,3.6,2.9,51860,44284,5.3,2.7,6.4,7.7,3.6,64436,78628,35.4
TN,"Sumner County, Tennessee",Sumner County, Tennessee,0500000US47165,70098,2.6,2.4,5.5,8.1,15.3,20.6,14.9,17.8,6.5,6.5,68743,51272,1.4,1.8,2.4,6.8,8.3,83948,109438,33.4
TN,"Washington County, Tennessee",Washington County, Tennessee,0500000US47179,55817,9.9,6.2,8.8,12,12.2,17.6,10,13.5,4.8,5,51428,33838,4.5,2.9,7.2,8.2,7.6,73200,95955,36.8
TN,"Williamson County, Tennessee",Williamson County, Tennessee,0500000US47187,84393,2.2,1.3,4.5,4.2,7.5,11.6,11.6,20.1,13.6,23.5,115507,68001,1,0.7,1.7,3.7,27.9,129348,173944,31.2
TN,"Wilson County, Tennessee",Wilson County, Tennessee,0500000US47189,51618,2.8,2.3,5.9,6.7,12,17,13.4,23.5,8.1,8.4,80071,40874,2.3,2.3,5,5.3,9.9,95145,109175,34.5
TX,"Angelina County, Texas",Angelina County, Texas,0500000US48005,32293,6.1,4.1,11.2,9.9,15.3,24,12.6,10.7,3.1,2.9,53320,24905,3.9,1.9,9.8,8.1,3.3,57506,68348,42.4
TX,"Bastrop County, Texas",Bastrop County, Texas,0500000US48021,26393,6.3,5.2,12.3,6.1,12.1,18.3,16.4,13.5,5.9,3.8,57938,19556,7.2,1.2,13.6,7.6,4.9,59904,84410,48
TX,"Bell County, Texas",Bell County, Texas,0500000US48027,126772,7.1,4.8,9.8,9.9,13.5,19.8,13,12.5,5.1,4.5,54560,85533,3.3,3.3,7.1,9.9,5.2,66985,85976,26.1
TX,"Bexar County, Texas",Bexar County, Texas,0500000US48029,646352,6.6,3.9,9.1,9.5,13.1,19.7,12.8,14.1,6,5.3,58964,419984,4.4,2.6,7.6,8.4,7,70190,91719,35.2
TX,"Bowie County, Texas",Bowie County, Texas,0500000US48037,34935,9.2,4.6,10.9,10.7,12.6,21.8,10.8,12.2,2.6,4.6,51802,23942,4.5,2.8,9.7,10.2,6.4,59657,87178,37.7
TX,"Brazoria County, Texas",Brazoria County, Texas,0500000US48039,129261,2.3,2.5,6.4,6.4,9.4,17.3,14.8,20.7,11.3,8.9,84904,93606,1.9,1.9,3.7,4.2,11.7,96233,120371,27.3
TX,"Brazos County, Texas",Brazos County, Texas,0500000US48041,79971,11.5,4,9.9,8.3,12.6,16.8,14,11.9,4.4,6.5,55121,46530,5.2,2.4,4.7,6.4,10,74908,99452,38.6
TX,"Cameron County, Texas",Cameron County, Texas,0500000US48061,129307,9.3,8.2,13.9,13.1,12.7,15.8,10.7,11.2,2.6,2.7,41123,100868,5.7,7.1,13,12.7,3.2,48112,63670,45.8
TX,"Collin County, Texas",Collin County, Texas,0500000US48085,363599,3.2,1.5,4.1,5.2,10.1,14.1,13.5,20.8,12.6,14.9,96134,267206,2.2,0.5,2.5,4.3,18.7,113199,140249,37.9
TX,"Comal County, Texas",Comal County, Texas,0500000US48091,57004,4,2.3,4.2,7,9.4,14.5,15,18.9,12.9,11.7,89315,43625,0.6,1.1,3.3,6.2,14.5,110442,132077,23.8
TX,"Coryell County, Texas",Coryell County, Texas,0500000US48099,22093,7.8,3.6,5.7,13.7,14.5,23.9,12.7,9.9,6,2.3,53504,15287,5.7,1.6,1.6,10.2,3.3,60546,81136,29.4
TX,"Dallas County, Texas",Dallas County, Texas,0500000US48113,940587,6.2,3.2,7.7,8.7,14.3,19.3,12.4,14.5,5.6,8.1,61796,595142,4.3,2.1,5.9,8.2,10.4,70357,105273,42.2
TX,"Denton County, Texas",Denton County, Texas,0500000US48121,305164,2.9,1.8,4.4,5.3,8.6,17.5,13.9,20.1,11.2,14.4,90523,214430,1.7,0.8,1.8,3.7,18.4,112068,138421,33.6
TX,"Ector County, Texas",Ector County, Texas,0500000US48135,53155,4,3.8,9.4,7.7,12.4,17,13,18.7,8,5.9,67205,36911,4.8,1.7,4.4,7.5,7.8,83388,96469,31.4
TX,"Ellis County, Texas",Ellis County, Texas,0500000US48139,61465,4.2,2.6,5.5,9.1,8.6,17.3,15.3,20.9,8.5,8,78797,48433,3.5,0.9,3.1,6.7,10.1,88883,106782,33.5
TX,"El Paso County, Texas",El Paso County, Texas,0500000US48141,269150,9.2,5.5,10.5,11.5,14.2,20.7,10.7,11.9,3.4,2.4,48903,190410,6.1,4.2,9.1,11.2,3,53561,69507,32.5
TX,"Fort Bend County, Texas",Fort Bend County, Texas,0500000US48157,253030,2.7,1.9,4.2,6.2,8.6,13.7,11.9,20.7,13,17.2,101293,205263,1.4,1,3.1,4.7,20.4,113249,140606,33.1
TX,"Galveston County, Texas",Galveston County, Texas,0500000US48167,127092,5.3,2.2,8.7,7.5,9.6,16.7,11.2,20.1,8.6,10.1,74977,88871,3.9,0.9,5.7,6.9,12.7,90678,112609,36.1
TX,"Grayson County, Texas",Grayson County, Texas,0500000US48181,49024,5.2,5.4,10.2,10.9,11.6,20.2,12.9,14.3,4.5,4.9,57476,31811,2.3,2.7,6.8,9.3,6.1,70323,88008,36
TX,"Gregg County, Texas",Gregg County, Texas,0500000US48183,45711,5,4.7,12.6,10.3,12.2,18.4,14.4,10.6,7.5,4.3,53793,28922,3.5,3.6,9.3,8.3,6,62823,88100,31.3
TX,"Guadalupe County, Texas",Guadalupe County, Texas,0500000US48187,56051,3.1,1.8,5.6,6.7,12,16.7,16,22.5,10.1,5.5,79768,42840,1.7,0.6,4.1,6.5,6.4,93930,104392,34.7
TX,"Harris County, Texas",Harris County, Texas,0500000US48201,1647384,6.1,3.4,8.8,9.2,12.7,18.1,12,14.1,6.8,8.9,61618,1113734,4.5,2.4,7.7,8.3,11,72524,105495,37
TX,"Harrison County, Texas",Harrison County, Texas,0500000US48203,24197,12.3,3.1,10.2,8.3,10.8,13.7,17.6,13.7,5.8,4.6,58817,17891,11.2,3.7,5.6,4.7,6.3,76320,93143,39.5
TX,"Hays County, Texas",Hays County, Texas,0500000US48209,77749,4.7,4,6.4,5.8,12.6,18.4,14.4,15.3,9.4,9,72058,52246,2,2.3,5,4.1,12.3,89719,115115,27.8
TX,"Henderson County, Texas",Henderson County, Texas,0500000US48213,30607,9.6,4.3,12.9,10,11.8,20.9,13.3,9.9,2.8,4.6,51521,20885,5.1,2.9,12.1,8.2,5.5,58259,78823,45.7
TX,"Hidalgo County, Texas",Hidalgo County, Texas,0500000US48215,247544,11,7,14,11.3,14.2,16.3,9.7,10.7,3,2.8,41800,196203,7.6,6.8,13.3,10.4,3.3,46822,63231,41.7
TX,"Hunt County, Texas",Hunt County, Texas,0500000US48231,35093,7,3.5,10.9,9.4,10.5,22.6,13.8,12.9,5.2,4.2,58063,23878,4.9,2.3,6.4,9.5,5.8,64492,80515,26
TX,"Jefferson County, Texas",Jefferson County, Texas,0500000US48245,89273,9,4,10.8,8.2,14.1,18.6,12.3,11.7,5.3,6.1,55797,57692,6.1,2.4,7.1,7.4,7.7,69566,86778,54.5
TX,"Johnson County, Texas",Johnson County, Texas,0500000US48251,59113,4.8,3.1,7.6,7.7,12.4,19.5,16.4,16.8,7.5,4.1,66319,44671,3.4,1.4,6,5.6,5.2,77373,91165,24.3
TX,"Kaufman County, Texas",Kaufman County, Texas,0500000US48257,39835,3.5,3.8,4.4,8,11.9,17.9,14.8,20.5,9.2,6,75775,31923,3.3,2.2,3.3,7.6,7.4,83988,98501,46.1
TX,"Liberty County, Texas",Liberty County, Texas,0500000US48291,27367,9.8,5,13.2,10.1,11.8,15.5,13,10,6.7,4.9,50049,19404,6.5,1.4,10.9,8.4,6.2,62734,80686,39.3
TX,"Lubbock County, Texas",Lubbock County, Texas,0500000US48303,117494,6.7,5.5,9.7,10,13.4,19,11.2,14.8,5.2,4.6,55003,70682,4.6,3.4,7.7,8,6.3,72708,90471,41.4
TX,"McLennan County, Texas",McLennan County, Texas,0500000US48309,93021,8.8,6.4,9.5,9.1,15.4,16.3,11.5,13.6,4.1,5.3,50845,61892,5,3.5,5.9,7.5,6.9,66709,83601,28
TX,"Midland County, Texas",Midland County, Texas,0500000US48329,59325,5.7,2.3,9.3,4.2,8.6,15.5,11,20.4,9.8,13.2,82558,38979,2.1,0,6.9,5.5,18.4,107275,128557,37.5
TX,"Montgomery County, Texas",Montgomery County, Texas,0500000US48339,209528,3,1.8,6.6,6.9,10.2,14.2,11.7,18.4,12,15.4,88695,159033,2.5,1.3,4,5.2,18.6,102475,134735,41.2
TX,"Nacogdoches County, Texas",Nacogdoches County, Texas,0500000US48347,24722,7.9,7.2,15.2,9.1,15,18.5,9.4,11.9,3.8,2,47572,15490,4.7,1.1,11.6,7.8,2.8,57864,77856,33.9
TX,"Nueces County, Texas",Nueces County, Texas,0500000US48355,131194,6.2,6.9,10.1,9.4,11.6,16,13.4,16.7,5.6,4.1,56789,89872,3.1,3.3,9.2,9.3,5.7,73295,85398,33.6
TX,"Orange County, Texas",Orange County, Texas,0500000US48361,31913,5,5.8,8.8,6.8,9.7,16.5,11.3,20,10.1,6,69052,23039,4.5,1.9,3.8,5.1,7.8,93461,102070,41.8
TX,"Parker County, Texas",Parker County, Texas,0500000US48367,43520,3.8,4.5,8.2,4.8,7.5,14.8,15.7,22.2,10.3,8.1,83262,34545,2.1,2.9,6.1,4.8,9.6,90717,110614,36.9
TX,"Potter County, Texas",Potter County, Texas,0500000US48375,44180,10.3,6,15.8,15.2,13.6,16,6.6,12.1,2.5,1.9,37297,27196,8.2,3.2,11.9,13.3,2.7,47625,62919,54.2
TX,"Randall County, Texas",Randall County, Texas,0500000US48381,50261,3.9,2.6,8.9,8.5,11.9,17.3,14.8,19.1,6.7,6.2,70651,33702,2.1,2.4,3.7,5.1,8.8,87006,108038,26.3
TX,"Rockwall County, Texas",Rockwall County, Texas,0500000US48397,36665,1.3,0.2,4,1.6,6.5,20.3,14.1,19.4,16.5,15.9,103378,30160,2.6,0,3,2.4,17.5,111362,140477,32.6
TX,"San Patricio County, Texas",San Patricio County, Texas,0500000US48409,21872,7.3,6.2,9.7,9.3,12.4,13.8,12.4,17.1,6.1,5.9,57899,14853,5.6,2.8,4.2,9.1,6.3,67832,88538,34.2
TX,"Smith County, Texas",Smith County, Texas,0500000US48423,78600,5.4,3.1,11.2,8.3,13.8,19.7,13.4,15.3,5.1,4.7,59584,53826,2.9,1,8.4,6.2,6.6,73944,94828,42.2
TX,"Tarrant County, Texas",Tarrant County, Texas,0500000US48439,727094,4.4,3.2,6.7,8.3,12.2,18.8,13.7,16.4,7.8,8.5,70139,502678,2.8,2.1,5,6,11.2,83250,109403,30.9
TX,"Taylor County, Texas",Taylor County, Texas,0500000US48441,50282,7.2,5,8.7,10.2,13.8,20.2,13.8,13.6,4.1,3.4,55351,33096,2.3,1.2,6,10.3,4.7,69205,88003,24
TX,"Tom Green County, Texas",Tom Green County, Texas,0500000US48451,43604,5.1,5.7,9.5,11.9,11.6,18.3,11.7,16.9,5.3,4,55988,28432,3.2,2.9,2.9,8.5,6.1,78363,95933,34.5
TX,"Travis County, Texas",Travis County, Texas,0500000US48453,507751,5.4,2.2,5.8,6.2,10.7,16.1,13.2,17.5,9.8,13.1,80726,288916,3.6,1.2,5,5.2,18.7,102643,138697,33
TX,"Victoria County, Texas",Victoria County, Texas,0500000US48469,30058,4.3,6.9,11.1,9.4,11.7,17.5,15.1,12.2,7.2,4.6,57358,20750,4.4,4.6,9,7.7,5.8,67507,86814,29.2
TX,"Walker County, Texas",Walker County, Texas,0500000US48471,22201,9.7,4.2,13.3,7.5,16.5,18.7,15,9.6,2.8,2.8,47170,12442,1.9,3.9,2.1,9.7,5,68931,83668,69.1
TX,"Webb County, Texas",Webb County, Texas,0500000US48479,76326,6.8,5.9,12.4,9.2,11.2,17.4,14.6,14.7,3.1,4.6,56084,63094,6.1,4,11.4,9.8,5.6,59386,75171,47.5
TX,"Wichita County, Texas",Wichita County, Texas,0500000US48485,48315,8.4,4.7,11.2,7.4,15.9,19.9,13.1,13.5,3,2.9,51749,29395,2.5,1.5,4.4,5.7,4.1,70594,84241,29
TX,"Williamson County, Texas",Williamson County, Texas,0500000US48491,193008,2.4,1.4,4.1,4.6,10.6,17.9,13.7,22,12.6,10.7,92179,137656,1.3,1.1,2.6,3.7,13.7,104845,123933,29.7
TX,"Wise County, Texas",Wise County, Texas,0500000US48497,22882,3.5,3.1,3.2,10.1,8.3,22.8,13.3,18,9.1,8.5,71421,17466,1.9,1.4,1.1,7.9,9.8,85918,106106,35.6
UT,"Cache County, Utah",Cache County, Utah,0500000US49005,40206,5.3,4.5,6.6,9.8,13.3,20.8,15.4,15.5,4.8,4,62507,31519,4.4,3.1,4,8.2,4.7,70462,85026,26.9
UT,"Davis County, Utah",Davis County, Utah,0500000US49011,109358,1.9,1.7,4.4,5,9.2,19.4,17.6,22.8,9.9,8.1,87427,86647,1.1,0.5,3.1,4.4,9,95110,113902,23.8
UT,"Salt Lake County, Utah",Salt Lake County, Utah,0500000US49035,384692,3.9,2.6,5.4,6.1,10,18.6,15.7,19.5,9.7,8.4,80119,264920,2.1,1.3,3.2,4.9,10.3,92155,115616,31.4
UT,"Tooele County, Utah",Tooele County, Utah,0500000US49045,21292,2.8,2.6,3.3,6.8,8.7,23,16.8,26,6.2,3.8,80973,17808,0.2,0.3,1.3,6.2,2.5,87164,93631,30.6
UT,"Utah County, Utah",Utah County, Utah,0500000US49049,178152,2.8,2.1,6.3,7.2,10.4,18.3,15.3,21.4,8.6,7.7,79545,144990,2.3,1.3,5.2,5.8,8,86636,105911,26.7
UT,"Washington County, Utah",Washington County, Utah,0500000US49053,63144,1.9,4.6,8.4,10.6,11.4,21.1,15.1,14.6,6,6.4,63595,47478,0.8,2.3,5.8,9.3,7.9,75507,101963,32.5
UT,"Weber County, Utah",Weber County, Utah,0500000US49057,87863,3.1,2.9,5.4,8.4,11.4,20.7,18.4,18.1,5.9,5.6,72206,64274,0.5,0.8,2.7,5.9,6.5,81780,99948,36.4
VT,"Chittenden County, Vermont",Chittenden County, Vermont,0500000US50007,68516,6.2,3.5,4.6,7.1,9.8,17.3,13.6,18.7,9.1,10.3,76806,40034,0.8,1.7,3.4,3.7,15,105652,125087,29.5
VA,"Albemarle County, Virginia",Albemarle County, Virginia,0500000US51003,43754,3.1,2.9,5.7,5.3,9.3,16.5,14.6,16.3,11.9,14.4,86399,26532,0.6,1.4,3.3,2.1,21.7,123986,154012,33.4
VA,"Arlington County, Virginia",Arlington County, Virginia,0500000US51013,111887,4.3,2.1,3.7,3.2,5,13.4,10.6,18.8,14.8,24,119755,51336,2,2.1,3.6,3.4,36.7,160454,203042,25
VA,"Augusta County, Virginia",Augusta County, Virginia,0500000US51015,29951,3,3,7.3,7.3,18.6,20,16.1,17.2,5.3,2.2,62668,21390,2.6,0.1,5.2,5.4,2.6,75564,86641,25.4
VA,"Bedford County, Virginia",Bedford County, Virginia,0500000US51019,31390,5,2.8,6.9,10.1,12.9,16.4,16.5,16.2,6.6,6.7,69125,22691,2.3,2,4.3,6.2,7.8,80990,100116,35.6
VA,"Chesterfield County, Virginia",Chesterfield County, Virginia,0500000US51041,128920,2.3,2.4,5.2,8.3,9.5,18.6,13,22.6,9,9.2,81297,92640,1.4,1.2,2.8,6.2,11.7,101103,116803,37.5
VA,"Fairfax County, Virginia",Fairfax County, Virginia,0500000US51059,400186,2.8,1.1,2.8,3.5,6.6,10.6,11.1,19.4,15.2,26.8,128374,281034,1.5,0.7,2,3.1,33.7,151028,183347,26.2
VA,"Fauquier County, Virginia",Fauquier County, Virginia,0500000US51061,24270,2,3.3,3.9,3.1,6.7,15,13.3,23.7,13,16.1,104809,17891,2.7,0.8,1.9,1.5,19.7,121366,148003,34.4
VA,"Frederick County, Virginia",Frederick County, Virginia,0500000US51069,32010,3.2,2.2,4.9,7.5,8.1,16.7,17.3,24.6,10.8,4.8,86229,23793,1.2,1.2,2.5,6.7,5.8,92983,108443,29.7
VA,"Hanover County, Virginia",Hanover County, Virginia,0500000US51085,39521,2.3,1.2,5,7.4,9.1,16.6,14.1,22.1,12.9,9.3,89812,29640,1.5,0.1,3.9,4.2,11.9,104036,125482,26.4
VA,"Henrico County, Virginia",Henrico County, Virginia,0500000US51087,130591,4.4,2.7,8.3,7,13.7,18.3,11.3,15.3,8,11,68024,79608,2,0.6,5.1,4.2,15,91956,119839,30.1
VA,"James City County, Virginia",James City County, Virginia,0500000US51095,30262,3,0.9,6.1,5.2,7.1,14.1,18.1,24.7,11.1,9.9,91674,21540,0.9,0.4,2.8,4.1,13.2,107296,128568,29.7
VA,"Loudoun County, Virginia",Loudoun County, Virginia,0500000US51107,133750,1.7,0.6,2.3,3.3,4.1,8.3,10.7,17.9,16.9,34.2,151800,104556,1.2,0.4,1.4,2.7,39.4,169887,193676,27.6
VA,"Montgomery County, Virginia",Montgomery County, Virginia,0500000US51121,36244,13.1,3.3,5.9,9,11.8,21.2,11.2,10.9,7.1,6.5,60045,19837,2.6,3,2.3,5.7,11.5,84051,108210,31.6
VA,"Prince William County, Virginia",Prince William County, Virginia,0500000US51153,143508,2.5,1.1,3.8,4.9,6.7,12.9,13.8,23.8,12.9,17.6,106861,109549,0.7,0.7,3.2,4.2,20.6,115167,140697,34.3
VA,"Roanoke County, Virginia",Roanoke County, Virginia,0500000US51161,37506,3.5,4.3,6.5,7,9.8,21.1,13,19.2,7.4,8.2,71715,24833,3.4,0.4,3,4.8,11.4,92332,111575,48.6
VA,"Rockingham County, Virginia",Rockingham County, Virginia,0500000US51165,30462,2.1,1.7,6.5,9.7,17.2,18.7,17.5,14.7,6.4,5.6,69423,22529,1.4,1,3.3,8.4,7.2,76024,94565,35.8
VA,"Spotsylvania County, Virginia",Spotsylvania County, Virginia,0500000US51177,46427,3.5,2.6,5.3,6.1,10.5,13.3,13.1,24.1,11.1,10.4,91073,33532,1.3,1.2,3,4.1,13.1,104679,120565,29.9
VA,"Stafford County, Virginia",Stafford County, Virginia,0500000US51179,48092,3,0.7,2.3,3.5,8.1,14,14.4,19.4,19.1,15.5,110446,38331,1.6,0.2,2.5,2.9,18.1,120298,137924,36.1
