LST,Geographic_Area_Name,County,STATE,id,Estimate_Households_Total,"Estimate_Households_Total_Less_than_10,000","Estimate_Households_Total_$10,000_to_$14,999","Estimate_Households_Total_$15,000_to_$24,999","Estimate_Households_Total_$25,000_to_$34,999","Estimate_Households_Total_$35,000_to_$49,999","Estimate_Households_Total_$50,000_to_74,999","Estimate_Households_Total_$75,000_to_$99,999","Estimate_Households_Total_$100,000_to_$149,999","Estimate_Households_Total_$150,000_to_$199,999","Estimate_Households_Total_$200,000_or_more",EstimateHouseholds!!Median_income_(dollars),Estimate_Families_Total,"Estimate_Families_Total_Less_than_$10,000","Estimate_Families_Total_$10,000_to_$14,999","Estimate_Families_Total_$15,000_to_$24,999","Estimate_Families_Total_$25,000_to_$34,999","Estimate_Families_Total_$200,000_or_more",EstimateFamilies!!Median income (dollars),Estimate_Families_Mean_income_$,EstimateFamiliesPERCENT_ALLOCATEDFamily_income_in_the_past_12_months
IA,"Dubuque County, Iowa",Dubuque County, Iowa,0500000US19061,38345,6,4.5,7.7,7.9,13.2,19.6,14.6,16.7,4.6,5.3,62178,22719,3.6,1,3.7,5.2,8.2,78750,99715,31.7
IA,"Johnson County, Iowa",Johnson County, Iowa,0500000US19103,60782,9,3.2,7.3,10,10.6,15,12.3,16.2,6.4,10.1,66011,34270,2.7,1.2,1.8,6.3,15.7,98099,131469,30.8
IA,"Linn County, Iowa",Linn County, Iowa,0500000US19113,93843,4.2,4.1,8.8,8.7,12.6,19.9,14.2,16.4,6.4,4.7,63559,56748,3.1,2.5,5.5,5.3,7.1,80428,97454,31.7
IA,"Polk County, Iowa",Polk County, Iowa,0500000US19153,197731,4,3.1,6.5,9.2,13.3,19.7,13.4,16.7,7.9,6.1,66918,124332,2.6,2.4,3.6,7,8.9,81970,105131,34.1
IA,"Pottawattamie County, Iowa",Pottawattamie County, Iowa,0500000US19155,37344,5.2,5,7.9,11.8,12.3,18.8,16.5,14.7,3.9,3.9,60056,24549,3.6,2.7,7.1,9.7,4.9,68783,81287,30
IA,"Scott County, Iowa",Scott County, Iowa,0500000US19163,68534,5.3,4.1,9.2,7.3,12.6,18.3,12.1,17.3,5.9,7.9,65122,43518,2.2,2.1,4.9,5.2,11.1,84554,110915,32.3
IA,"Story County, Iowa",Story County, Iowa,0500000US19169,39168,8.6,5.6,7.3,7.9,13.7,17.3,12.3,15.8,6.4,5.2,63107,19426,1.2,0.5,5.8,3.2,10.1,99913,118623,27.9
IA,"Woodbury County, Iowa",Woodbury County, Iowa,0500000US19193,39733,5.3,3.6,9.5,10.6,13.6,16.7,16.1,17.3,4.1,3.1,58945,26742,5.5,3,3.6,7.6,3.9,72779,81801,45.3
KS,"Butler County, Kansas",Butler County, Kansas,0500000US20015,25004,4.4,4.9,6.7,9.3,14.5,18.8,14.6,17.8,4.1,5.1,61951,17574,3.6,1.1,2.7,3.8,6.7,82115,96041,28.7
KS,"Douglas County, Kansas",Douglas County, Kansas,0500000US20045,48508,6,3.2,7.7,8.6,14.6,18.6,14.1,14.5,5.2,7.6,64233,26759,2.4,1.4,3.7,4.3,11.5,89158,108688,21.9
KS,"Johnson County, Kansas",Johnson County, Kansas,0500000US20091,231960,1.9,2.3,4.4,5.7,7.7,16.4,16.6,19.6,11.1,14.3,91771,158981,0.9,1.5,2.9,3.8,19.2,111665,143813,25.2
KS,"Leavenworth County, Kansas",Leavenworth County, Kansas,0500000US20103,27860,6,4.3,4.8,6,9.6,17.5,15.7,21.7,8.8,5.5,77070,19869,3.6,0,3.2,2.6,7.8,93439,106750,30.3
KS,"Riley County, Kansas",Riley County, Kansas,0500000US20161,25662,7,5.4,14.5,8.1,13.8,21.8,9.8,11.9,4.2,3.6,50920,11525,2.3,2.5,3.4,4.8,5.7,73201,94376,35.2
KS,"Sedgwick County, Kansas",Sedgwick County, Kansas,0500000US20173,199517,5.7,4.5,8.6,9,13.6,19.9,12.2,16.2,5.5,4.7,59716,125972,2.8,1.7,5.6,6.5,7.1,78281,96600,31.9
KS,"Shawnee County, Kansas",Shawnee County, Kansas,0500000US20177,73172,5.3,2.6,8.1,10.3,15.7,20.6,13.3,14,5,5.2,59441,45806,3.6,0.9,4.5,6.5,7.5,76777,96823,32.5
KS,"Wyandotte County, Kansas",Wyandotte County, Kansas,0500000US20209,61248,8.8,6.1,10.8,12.3,15.5,18,12.7,10.7,3.3,1.8,46964,38597,4.7,3.4,8.3,11.6,2.3,56042,68108,38.5
KY,"Boone County, Kentucky",Boone County, Kentucky,0500000US21015,48770,3.2,2.8,6.4,6.5,11,19.7,12.9,22.4,8.7,6.4,76443,34993,2,2.2,3.4,5.1,8.2,93245,105469,30.1
KY,"Bullitt County, Kentucky",Bullitt County, Kentucky,0500000US21029,30553,3.6,2.2,8.1,8.1,9.9,24.3,17.7,16.4,5.4,4.3,65560,22493,0.8,1.7,3.4,7.2,5.8,75052,88142,34.7
KY,"Campbell County, Kentucky",Campbell County, Kentucky,0500000US21037,38110,3.9,6.7,8,8.9,10.3,17.3,14.7,15.8,7.3,7.2,66439,21992,1.7,4,4,5.1,10.9,91685,113467,30.8
KY,"Christian County, Kentucky",Christian County, Kentucky,0500000US21047,26209,12,5.8,10.1,9.6,14.4,20.1,13.6,8.2,3.1,3.1,47445,16320,13,2.2,10.4,8.5,3.3,52828,66983,37.8
KY,"Daviess County, Kentucky",Daviess County, Kentucky,0500000US21059,40800,8,4.4,12.1,10.8,13.5,17.2,15.3,11.6,3.1,4,50964,27020,6.4,2.3,9.6,8.1,5.4,66568,83340,35.5
KY,"Fayette County, Kentucky",Fayette County, Kentucky,0500000US21067,131929,6.6,3.7,10.1,8.9,12.5,18.9,12.3,14.2,6.4,6.4,58356,73062,3,2.4,6.5,7.3,9.8,82055,107827,25.9
KY,"Hardin County, Kentucky",Hardin County, Kentucky,0500000US21093,42644,5.4,2.1,9.8,8.8,17.6,21.3,11.5,16.8,3.2,3.6,57463,28039,1.6,0.5,5.5,6.6,5.5,71610,87990,29.4
KY,"Jefferson County, Kentucky",Jefferson County, Kentucky,0500000US21111,316174,6.4,4.1,9.3,9.7,13.3,19.1,13,13.6,5.8,5.7,59049,184591,3.9,2.1,6.1,7.3,8.6,75337,100843,33.7
KY,"Kenton County, Kentucky",Kenton County, Kentucky,0500000US21117,65362,4.6,4.2,7.2,7.3,14,16.1,13,20,7.9,5.6,68849,39590,2.9,1.9,5.2,3.9,7.6,90817,104451,29.7
KY,"McCracken County, Kentucky",McCracken County, Kentucky,0500000US21145,28363,6.8,6.4,13.2,14.8,13,18.9,9,11.9,2.6,3.5,45084,17412,5,2.3,6.9,13.8,4.7,64567,80818,31.5
KY,"Madison County, Kentucky",Madison County, Kentucky,0500000US21151,34270,8.7,5.7,13.8,10.7,11.9,17.3,12.1,11.5,4.7,3.5,49421,22219,4.8,1.9,7,8.6,5.1,68429,85149,33.7
KY,"Oldham County, Kentucky",Oldham County, Kentucky,0500000US21185,20761,2.6,0.4,7.2,2.4,8.4,15.6,13.8,21.3,11.9,16.4,97968,17035,1.6,1,3.2,2.4,19.3,108185,147886,33.6
KY,"Warren County, Kentucky",Warren County, Kentucky,0500000US21227,50489,6.5,4.8,9.2,11.2,14.8,20.6,12.3,13.1,3.6,4,52645,31315,2.7,2,6.1,7.4,5.7,67747,93719,24.1
LA,"Ascension Parish, Louisiana",Ascension Parish, Louisiana,0500000US22005,44267,3.8,3.1,6,7.6,9.6,13.2,14.7,19.8,12.7,9.7,85425,32305,2.4,1.1,5.7,5.2,9.8,94502,109959,48.3
LA,"Bossier Parish, Louisiana",Bossier Parish, Louisiana,0500000US22015,49735,6.1,6.2,12.8,9.9,15,16.4,13.3,11.5,4.3,4.5,49962,33963,4.5,6.4,6.8,9.4,6.4,61595,79701,45.8
LA,"Caddo Parish, Louisiana",Caddo Parish, Louisiana,0500000US22017,92589,13.4,6.9,13,9.2,11,15.3,10.1,11.8,4.4,4.7,45537,56525,9.1,3.9,10.5,8.1,7.3,58115,88131,53.7
LA,"Calcasieu Parish, Louisiana",Calcasieu Parish, Louisiana,0500000US22019,77232,10.3,4.6,12.1,10.2,11.3,15.3,11,14.1,5.8,5.2,51246,53308,8.2,2.4,9.1,8.2,7,67045,91296,46.9
LA,"East Baton Rouge Parish, Louisiana",East Baton Rouge Parish, Louisiana,0500000US22033,161536,8.7,5.6,9.7,9.6,11.4,16.8,12,12.7,6.4,7.1,56451,95243,4.2,2.5,8.8,6.9,10.2,74520,101778,40.6
LA,"Iberia Parish, Louisiana",Iberia Parish, Louisiana,0500000US22045,26185,12.1,2.5,15.1,7.7,11.5,19,11.9,15.2,2.9,2,50991,20409,10.8,2.2,16.9,5.3,1.8,53940,63328,30
LA,"Jefferson Parish, Louisiana",Jefferson Parish, Louisiana,0500000US22051,171991,6.2,4.8,9.9,11.2,12.7,18.7,12,14.7,5.1,4.8,56069,108177,3.6,2.5,8.6,9.4,6.4,68907,88571,49.2
LA,"Lafayette Parish, Louisiana",Lafayette Parish, Louisiana,0500000US22055,94490,8.6,4.3,10.6,8.6,11.2,15.1,12.9,14.9,6.4,7.3,60567,59937,3.1,1.3,9.9,7.4,9.8,78586,100140,36
LA,"Lafourche Parish, Louisiana",Lafourche Parish, Louisiana,0500000US22057,36759,8.1,3.8,14,8.4,14.5,15.3,15.7,12.6,4.5,3.2,51339,25224,6,2.4,9.6,7.9,3.5,61723,77120,32.6
LA,"Livingston Parish, Louisiana",Livingston Parish, Louisiana,0500000US22063,47014,9.8,2.9,8.1,7.2,11.4,17.2,12.2,23.2,4.8,3.3,62187,32840,6.2,3,8.2,5.9,4.2,80178,86689,32.1
LA,"Orleans Parish, Louisiana",Orleans Parish, Louisiana,0500000US22071,151753,16.5,5.8,11,8.9,10.2,15.1,8.6,10.9,5.3,7.7,45615,69370,7.7,3.9,8.7,7.2,12.9,67322,107143,44.9
LA,"Ouachita Parish, Louisiana",Ouachita Parish, Louisiana,0500000US22073,57835,13.8,6.7,11.2,11.8,13.7,16.7,9.9,7.9,4.4,3.8,41137,34816,8.5,4.6,10.6,10.2,5.4,53414,79115,39
LA,"Rapides Parish, Louisiana",Rapides Parish, Louisiana,0500000US22079,48975,6.8,5.2,12.6,9,15.8,21.6,9.5,12.7,4.2,2.6,50490,32667,5.7,2.8,9.9,6.6,3.4,57444,76157,36.2
LA,"St. Landry Parish, Louisiana",St. Landry Parish, Louisiana,0500000US22097,30441,12.2,7.6,14.5,9,17.9,12.2,13.4,8.6,3.3,1.5,38681,20790,9.1,2.9,12.9,6.9,1.3,46231,59568,70.2
LA,"St. Tammany Parish, Louisiana",St. Tammany Parish, Louisiana,0500000US22103,94988,4.9,4.3,7.7,8,11.9,17.1,14.7,16.5,6.8,8.1,69076,65335,2.8,1.5,6.4,7.1,11.1,83092,104324,32.5
LA,"Tangipahoa Parish, Louisiana",Tangipahoa Parish, Louisiana,0500000US22105,46526,7.5,8.4,11.6,15.1,8.1,13.3,15.2,11.3,6,3.4,47825,31420,4.5,7.2,9.9,15.7,4.4,62684,76904,27.6
LA,"Terrebonne Parish, Louisiana",Terrebonne Parish, Louisiana,0500000US22109,40173,10.3,2.8,14.6,10.6,13.1,13.7,10.5,13.3,7,4.1,48446,28808,8.6,3.7,8.8,12.3,5.3,63587,77668,34.5
ME,"Androscoggin County, Maine",Androscoggin County, Maine,0500000US23001,45924,3.4,4.5,7.5,9.6,17.1,16.5,15.9,15,7.3,3.2,63813,28979,2.8,0.6,4.9,9.5,4,75183,88291,27.9
ME,"Aroostook County, Maine",Aroostook County, Maine,0500000US23003,30197,8.8,9.2,15.3,13.4,12.6,18.8,11.3,5.7,2.2,2.6,38768,18147,5.1,4,8.4,12.8,3.6,57503,65989,32.1
ME,"Cumberland County, Maine",Cumberland County, Maine,0500000US23005,124925,4.6,2.5,6.5,8.2,9.9,17.7,13.5,17.5,9,10.7,76059,71740,1.3,0.4,3.9,4.7,15.8,101075,129649,30.7
ME,"Kennebec County, Maine",Kennebec County, Maine,0500000US23011,54480,6.3,5.1,9.5,9.1,15.5,17.5,14.7,14.6,3.5,4.2,55389,31868,3.7,1.4,5.3,8.5,6.6,76956,91767,27.5
ME,"Penobscot County, Maine",Penobscot County, Maine,0500000US23019,64096,3.7,6,13,10.3,16.5,17,12,13.2,4.6,3.7,50449,36444,2.7,1.1,7.4,7,5.6,73899,88664,29
ME,"York County, Maine",York County, Maine,0500000US23031,86227,3.7,2.7,8.6,8.8,12.7,19.2,15.3,17.8,6.1,5.3,66648,53664,1.3,1,4.9,5.2,7.1,85168,98868,32.6
MD,"Allegany County, Maryland",Allegany County, Maryland,0500000US24001,26549,8.8,5.8,11.2,11.9,13.2,19.7,14.1,10,3.7,1.7,48867,14890,3.2,2.5,6.1,9.8,2.8,63327,75563,34.5
MD,"Anne Arundel County, Maryland",Anne Arundel County, Maryland,0500000US24003,216200,2.1,1.3,4,4.8,6.6,15.9,14.3,21.2,13.4,16.5,101147,152593,1.5,0.7,1.9,2.9,20.5,116535,147966,30.4
MD,"Baltimore County, Maryland",Baltimore County, Maryland,0500000US24005,312466,5.3,2.3,6.1,6.4,10.5,18.2,13.6,18.5,8.7,10.3,77358,198368,2.6,1.3,3.6,4.3,14.2,96502,124836,38.2
MD,"Calvert County, Maryland",Calvert County, Maryland,0500000US24009,32780,4.6,1.8,2.6,3.7,7.2,9.7,12.6,26,15.5,16.3,112380,24694,2.5,1.4,1.3,2.9,18.8,124633,138592,33.8
MD,"Carroll County, Maryland",Carroll County, Maryland,0500000US24013,60617,1.9,1.7,5.1,5.9,7.8,13.3,12.4,26.6,11.8,13.5,103014,44933,1.1,0.8,2.9,2.8,17.4,123231,138006,26
MD,"Cecil County, Maryland",Cecil County, Maryland,0500000US24015,38547,5.9,3.3,8.6,8.6,7.5,15.1,16.9,17.5,10.1,6.5,76441,26171,3.5,1.4,6.1,4.5,8.1,91368,106436,37.5
MD,"Charles County, Maryland",Charles County, Maryland,0500000US24017,57732,3,1.3,2.4,3.8,8,14.2,13.6,26.2,13.7,13.9,103932,41845,1.8,0.3,1.4,2.6,16.6,114652,136309,47.3
MD,"Frederick County, Maryland",Frederick County, Maryland,0500000US24021,93768,1.8,2.1,3.4,4.8,8.9,13.8,13,25,13.4,13.8,103516,66402,1,0.8,2,3.5,17,116728,137970,33.8
MD,"Harford County, Maryland",Harford County, Maryland,0500000US24025,96203,3.4,2.2,4.5,4.8,8.8,15.2,14.6,22.4,11.3,12.7,92331,68980,2.4,0.5,2.4,3.8,15.2,109733,127433,35.4
MD,"Howard County, Maryland",Howard County, Maryland,0500000US24027,115772,3.4,1,4.1,3.5,5.7,10.3,11.7,20.6,13.7,26,121618,84064,1.7,0.7,1.8,3,33.1,148680,178508,29.1
MD,"Montgomery County, Maryland",Montgomery County, Maryland,0500000US24031,368897,3.4,2.1,4,5.2,6.2,12.2,12.1,18.4,12.5,23.9,110389,254937,2.2,0.9,2.6,4.2,30.4,135141,175967,31.8
MD,"Prince George's County, Maryland",Prince George's County, Maryland,0500000US24033,316361,4.2,2,4.6,5.8,9.5,17,15.3,21,10.7,9.9,86290,202976,1.8,1.5,3.5,4.6,13.5,100654,118396,46
MD,"St. Mary's County, Maryland",St. Mary's County, Maryland,0500000US24037,40320,4.8,2,7,3.6,8.7,15.6,14,18.3,14.2,11.8,87947,29272,5.3,1.5,1.8,4.6,14.2,102798,127625,36.8
MD,"Washington County, Maryland",Washington County, Maryland,0500000US24043,56225,5.1,5.3,10.1,9.2,12.7,17.7,11.9,16,6.8,5.3,59140,37356,2.8,2.3,7.7,6.5,7.4,76075,93406,30.3
MD,"Wicomico County, Maryland",Wicomico County, Maryland,0500000US24045,38088,5.1,2.9,11.2,12.1,12.2,18.6,12.6,15.9,4.2,5.1,54402,23879,3.1,1,10.7,6.5,6.8,73356,90713,35.3
MD,"Baltimore city, Maryland",Baltimore city, Maryland,0500000US24510,242694,12.3,5.4,8.6,10.6,13.1,15.1,10.1,13.5,4.7,6.8,50177,117974,7.8,2.8,6.7,9.7,9.2,65518,92197,44.6
MA,"Barnstable County, Massachusetts",Barnstable County, Massachusetts,0500000US25001,96509,3.1,2.3,5,6,10.6,17.1,13.9,21.6,9.9,10.7,85042,61824,1.8,0.9,2.1,3.7,14.4,104007,133450,39.4
MA,"Berkshire County, Massachusetts",Berkshire County, Massachusetts,0500000US25003,53792,4.4,5.5,10.4,8.8,11.9,19.2,11,14.7,8.2,6,58895,31591,2.9,2.2,6.2,6.9,8,78546,102209,40.4
MA,"Bristol County, Massachusetts",Bristol County, Massachusetts,0500000US25005,220528,6.3,4.7,9.2,7.7,10.5,14.1,12,17.7,9.4,8.3,70402,145412,4.7,2.6,4.3,6.1,11.5,90077,109355,46.7
MA,"Essex County, Massachusetts",Essex County, Massachusetts,0500000US25009,297898,4.3,3.8,7.3,6.2,9,14.1,13.7,16.4,10.1,15.1,83810,199203,2.3,1.7,4.5,5.2,19.7,103994,137208,44.4
MA,"Franklin County, Massachusetts",Franklin County, Massachusetts,0500000US25011,30927,3.3,5.2,11.7,8.9,11.6,21.2,10.8,16.1,6.9,4.3,60018,16930,2,1.3,5.4,6.3,6.3,82932,97802,34.3
MA,"Hampden County, Massachusetts",Hampden County, Massachusetts,0500000US25013,179970,7.1,6.5,9.7,8.8,11.1,16.6,11.2,16.5,6.4,6,60161,112616,4.1,2.4,7.2,9.5,8.4,75745,98658,43.4
MA,"Hampshire County, Massachusetts",Hampshire County, Massachusetts,0500000US25015,60002,5.1,2.8,8.5,6.3,11,16.5,13.9,19,8.9,8,74778,35194,2.5,1.3,3,4.6,10.3,99354,115620,31.6
MA,"Middlesex County, Massachusetts",Middlesex County, Massachusetts,0500000US25017,612366,4,2.7,4.6,4.5,7.2,12.5,11.3,19,13,21.3,107056,384837,1.6,1,2.3,3.1,28.3,136187,173205,34.7
MA,"Norfolk County, Massachusetts",Norfolk County, Massachusetts,0500000US25021,269717,4.1,2.7,5.4,4.1,7.5,11.4,11.2,20.5,12.9,20.3,107361,179611,1.9,1.1,2.5,2.1,27.5,132217,176578,38.2
MA,"Plymouth County, Massachusetts",Plymouth County, Massachusetts,0500000US25023,191041,3.7,3.7,5.4,6.1,7.6,14.9,12.9,19.9,11.1,14.6,90880,130847,1.1,1.8,2.6,4.7,18.8,107594,140892,41.8
MA,"Suffolk County, Massachusetts",Suffolk County, Massachusetts,0500000US25025,309945,9.4,5.4,6.5,5.9,8,13.3,10.5,15.2,10.9,14.9,77558,150277,5.3,3.1,5.8,6.3,18.8,92491,135058,45.1
MA,"Worcester County, Massachusetts",Worcester County, Massachusetts,0500000US25027,316162,4.8,4.1,6.5,7.4,10,15.1,12.8,18.4,10.4,10.6,78345,209884,2.4,1.8,3.5,6,13.8,100652,120774,35.8
MI,"Allegan County, Michigan",Allegan County, Michigan,0500000US26005,43667,4.1,3,8.4,9.2,12.5,20,16.2,19.2,3.9,3.5,66278,32596,3.7,3,5.7,5.9,3.9,75200,85056,36.6
MI,"Bay County, Michigan",Bay County, Michigan,0500000US26017,44887,7.3,3.7,9.1,12.5,18,15.9,13.3,12.1,4.9,3.2,49610,27579,3.7,2.1,4.7,11.3,4.6,67327,83071,36.1
MI,"Berrien County, Michigan",Berrien County, Michigan,0500000US26021,61809,7.1,3.4,12.2,10.6,16.6,15.4,10.1,14.2,5.8,4.7,50153,39496,5,1.5,7.2,8.3,5.7,66322,89994,35.9
MI,"Calhoun County, Michigan",Calhoun County, Michigan,0500000US26025,53827,5.7,4.6,10.6,13.5,16.3,16.5,12.4,12.9,3.7,3.8,49055,32950,2.8,1.4,8.2,11,5.4,66013,82746,31.8
MI,"Clinton County, Michigan",Clinton County, Michigan,0500000US26037,30070,5.4,1.5,6.3,9.4,12.4,18.4,11.9,17.4,9.8,7.6,69651,21720,4.1,0.8,2.6,5.3,8.4,91372,101814,28.5
MI,"Eaton County, Michigan",Eaton County, Michigan,0500000US26045,44420,2.6,2.8,6.8,8.7,13.9,22.2,14.7,17.7,6.3,4.2,65409,27502,2.1,1.2,3.3,5.2,5.5,83121,99386,34.3
MI,"Genesee County, Michigan",Genesee County, Michigan,0500000US26049,169247,8.6,4.9,9.8,10.9,15.3,19.1,12,11.6,4.2,3.4,50389,106890,5.4,3,5.9,9,4.5,64374,79929,36.9
MI,"Grand Traverse County, Michigan",Grand Traverse County, Michigan,0500000US26055,37408,2.9,1.4,9.7,9.4,14.1,19.6,16.9,14.2,5,6.9,65266,24649,0.2,1.5,5.9,6.9,8.2,79611,96766,32
MI,"Ingham County, Michigan",Ingham County, Michigan,0500000US26065,114534,7.3,4.6,10.4,10.6,13.7,18,11.6,13.8,5.2,4.8,54395,59915,2.5,2.2,6.1,8.2,8,74319,95994,31
MI,"Isabella County, Michigan",Isabella County, Michigan,0500000US26073,24690,11.5,6.2,12.1,11.9,12.4,17.3,11.7,9.7,4,3.1,45201,14378,7,4.5,5.7,12.2,4.6,62795,78183,30.9
MI,"Jackson County, Michigan",Jackson County, Michigan,0500000US26075,61403,7.1,5.4,8.9,10,14.6,16.7,16.6,12,5.2,3.5,55124,36872,2.7,2.9,6.2,7,3.9,75845,85415,30.3
MI,"Kalamazoo County, Michigan",Kalamazoo County, Michigan,0500000US26077,103196,7.9,3.8,7,11.1,13.8,18.4,14.6,11.3,6.4,5.8,56441,61025,3.8,1.8,4,7.2,8.4,77904,100541,35.2
MI,"Kent County, Michigan",Kent County, Michigan,0500000US26081,245437,4.3,3.4,8,8.1,13.1,19.3,14.6,17.1,6.1,6.1,66532,160802,3,2.1,5,5.9,8.3,80671,103728,29.7
MI,"Lapeer County, Michigan",Lapeer County, Michigan,0500000US26087,33902,5.4,3,7.9,5.9,14.8,19.2,16,15.9,7.8,4.1,66263,25307,2.5,1,7,5.5,5,78430,92534,35.3
MI,"Lenawee County, Michigan",Lenawee County, Michigan,0500000US26091,38499,6.5,2.7,8.4,12.8,16.2,20.4,11.9,13.6,3.8,3.8,53865,24874,3.4,2.3,4.3,9.9,4.7,63438,80598,36.4
MI,"Livingston County, Michigan",Livingston County, Michigan,0500000US26093,73502,1.9,1.7,6.1,6,9.8,17.3,14.4,21.9,10.3,10.4,86512,51469,0.9,0.5,1.9,4,13.9,102339,127690,25
MI,"Macomb County, Michigan",Macomb County, Michigan,0500000US26099,351666,4.4,3.4,7.9,9.8,12.2,19.4,14.4,17.3,6.5,4.5,64947,226960,2,1.7,4.2,7.5,6.1,79318,94564,32.8
MI,"Marquette County, Michigan",Marquette County, Michigan,0500000US26103,27981,4,4.2,9.2,8.8,17.4,23.2,14.6,12.4,2.9,3.2,55148,16623,2.1,3.2,3.2,6.8,4.8,70511,81765,28.7
MI,"Midland County, Michigan",Midland County, Michigan,0500000US26111,34350,5.4,3.9,6.7,7.4,13.3,17.5,15.8,14.9,7.8,7.3,69872,23111,1.6,1.2,3.9,4,9.8,84768,112411,27.2
MI,"Monroe County, Michigan",Monroe County, Michigan,0500000US26115,60875,5.1,3.6,9.5,9.9,10.7,19,13,18.2,6.2,4.6,62839,41745,4.4,1.6,6,8,5.8,77207,95649,32.5
MI,"Muskegon County, Michigan",Muskegon County, Michigan,0500000US26121,66148,5.5,5.3,11.8,11.8,15.2,19.7,14.1,11.1,2.9,2.7,50366,39892,4,1.7,3.7,13.1,2.8,63502,78816,28.9
MI,"Oakland County, Michigan",Oakland County, Michigan,0500000US26125,508464,3.8,3.2,6.3,7.1,9.7,15.9,13.8,17.9,9.7,12.7,81190,321228,1.8,1.7,3.2,4.4,18.3,106556,138397,37.8
MI,"Ottawa County, Michigan",Ottawa County, Michigan,0500000US26139,105004,3.2,1.9,8.1,6.7,13,20.6,14.9,17.8,8.2,5.5,68817,73568,1.1,0.8,4.5,5.6,7.4,84638,103910,30.9
MI,"Saginaw County, Michigan",Saginaw County, Michigan,0500000US26145,79050,6.9,4.5,11.7,12.8,16.1,18,10.9,11.6,4.3,3.3,48303,49935,3.4,2.6,10.4,9.8,4.8,61301,85533,31.7
MI,"St. Clair County, Michigan",St. Clair County, Michigan,0500000US26147,63806,4.9,4.5,7.8,11.7,12.8,18.2,13,16.7,6.5,4,59837,42451,2.9,1.7,4.8,10,5.9,76262,91081,33.1
MI,"Shiawassee County, Michigan",Shiawassee County, Michigan,0500000US26155,26830,4.8,4.9,9.3,9.8,15.1,18.9,15.6,14.3,5.5,1.7,55249,17927,3.4,3.4,4.3,7.2,2.3,67834,82005,35.2
MI,"Van Buren County, Michigan",Van Buren County, Michigan,0500000US26159,30974,4.9,3,9.5,13.2,12.6,18.4,18.7,13.1,4,2.7,60549,22139,3.9,1.5,6.5,10.2,3.6,72411,79886,37.7
MI,"Washtenaw County, Michigan",Washtenaw County, Michigan,0500000US26161,141680,5.7,3.9,5.6,7.3,9.2,17.4,13.2,16.7,8.6,12.4,76576,81351,2.5,1.8,2.7,3.8,19.1,105960,140586,28.7
MI,"Wayne County, Michigan",Wayne County, Michigan,0500000US26163,689270,10,5.1,10.3,10.5,13.3,18.2,10.9,12.2,4.9,4.6,50753,407315,6,3.6,8,8.6,6.7,65526,85309,40.9
MN,"Anoka County, Minnesota",Anoka County, Minnesota,0500000US27003,131858,2.3,1.9,5.4,5.5,10.2,17.8,17.1,21.8,10,8.1,83353,92733,1.1,0.9,3.6,4.2,10.8,99071,115745,27.6
MN,"Blue Earth County, Minnesota",Blue Earth County, Minnesota,0500000US27013,26461,7,3.5,8.6,6.9,14.8,18.2,16.7,16.3,5.2,2.8,61133,15196,1.2,3,5.4,4.3,4.6,83908,95443,35.6
MN,"Carver County, Minnesota",Carver County, Minnesota,0500000US27019,38860,2.2,2.2,4.2,5.1,8.1,13.5,13,21.5,12.4,17.9,101434,28377,0.7,0.9,2.8,2.1,22,117452,147742,25.9
MN,"Crow Wing County, Minnesota",Crow Wing County, Minnesota,0500000US27035,28012,5.7,3.6,9.2,9.5,12.4,22.7,14.2,14.7,4.3,3.8,60534,18314,3.2,1.4,4.8,9.7,4.7,73398,86979,25.8
MN,"Dakota County, Minnesota",Dakota County, Minnesota,0500000US27037,162895,3.5,1.9,4.7,6,10.3,15.7,13.6,22.4,10.6,11.5,88864,109900,1.2,0.9,3.2,4.4,15.7,109606,129991,26.7
MN,"Hennepin County, Minnesota",Hennepin County, Minnesota,0500000US27053,517091,4.4,3.6,5.5,6.5,9.8,15.4,14.4,17.4,10,13.1,82369,293948,2,1.6,3.3,4.8,19.8,110666,142917,28.4
MN,"Olmsted County, Minnesota",Olmsted County, Minnesota,0500000US27109,65635,2.3,2.5,5.7,7.5,11.6,17.7,12.5,19.6,9.7,10.8,80096,41521,0.5,0.8,3.3,5.7,15.3,101732,129772,29.9
MN,"Ramsey County, Minnesota",Ramsey County, Minnesota,0500000US27123,206124,5.4,3.5,6.9,7.6,13,17.7,12.9,18.2,7.6,7,68871,117328,2.8,1.8,4,6.1,10.1,90653,112683,31.5
MN,"Rice County, Minnesota",Rice County, Minnesota,0500000US27131,22861,4.2,4.7,6.1,6,12,17.5,18,17.9,6.7,6.8,72469,14860,1.5,0.8,1.6,4.6,8.9,90504,111861,27.7
MN,"St. Louis County, Minnesota",St. Louis County, Minnesota,0500000US27137,86448,6.9,4.8,9.5,7.4,12.5,20.3,12.7,17.2,4.6,4.1,60434,48441,2.8,2.7,4,4.3,5.6,81808,95241,34.6
MN,"Scott County, Minnesota",Scott County, Minnesota,0500000US27139,51474,1.2,2.1,2.8,5,9.7,13.4,11.2,23.3,13.9,17.4,108761,37823,0.5,1.1,1.6,3.1,20.4,125610,149111,28.7
MN,"Sherburne County, Minnesota",Sherburne County, Minnesota,0500000US27141,32686,2.4,1.6,4.5,4.4,7.7,18.2,13.3,28.8,8.9,10.1,96210,22063,1.6,1.5,0.6,2.8,13.2,109993,127613,25.6
